"scientific_name";"english";"french";"trait";"sex";"value";"unit";"ref_id";"ref_type";"ref_ref"
"Ailuropoda melanoleuca";"Giant panda";"Panda geant";"HeadBodyLen";"?";"135";"cm";"4";"scientific publication";"Kate E. Jones, Jon Bielby, Marcel Cardillo, Susanne A. Fritz, Justin O'Dell, C.  David L. Orme, Kamran Safi, Wes Sechrest, Elizabeth H. Boakes, Chris  Carbone, Christina Connolly, Michael J. Cutts, Janine K. Foster, Richard Grenyer, Michael Habib, Christopher A. Plaster, Samantha A. Price,  Elizabeth A. Rigby, Janna Rist, Amber Teacher, Olaf R. P.  Bininda-Emonds, John L. Gittleman, Georgina M. Mace, and Andy Purvis.  2009. PanTHERIA: a species-level database of life history, ecology, and  geography of extant and recently extinct mammals. Ecology 90:2648."
"Ailuropoda melanoleuca";"Giant panda";"Panda geant";"HeadBodyLen";"?";"140";"cm";"5";"scientific publication";"Huber D., van Manen F.T. (2019) Bear Morphology. In: Vonk J., Shackelford T. (eds) Encyclopedia of Animal Cognition and Behavior. Springer, Cham"
"Ailuropoda melanoleuca";"Giant panda";"Panda geant";"HeadBodyLen";"?";"160";"cm";"20";"scientific publication";"Shabel, A. (2010). Mammals of the Northern Hemisphere. Cavendish Square."
"Ailuropoda melanoleuca";"Giant panda";"Panda geant";"ShoulderHeight";"?";"75";"cm";"5";"scientific publication";"Huber D., van Manen F.T. (2019) Bear Morphology. In: Vonk J., Shackelford T. (eds) Encyclopedia of Animal Cognition and Behavior. Springer, Cham"
"Ailuropoda melanoleuca";"Giant panda";"Panda geant";"ShoulderHeight";"?";"90";"cm";"20";"scientific publication";"Shabel, A. (2010). Mammals of the Northern Hemisphere. Cavendish Square."
"Ailuropoda melanoleuca";"Giant panda";"Panda geant";"Weight";"?";"118";"kg";"4";"scientific publication";"Kate E. Jones, Jon Bielby, Marcel Cardillo, Susanne A. Fritz, Justin O'Dell, C.  David L. Orme, Kamran Safi, Wes Sechrest, Elizabeth H. Boakes, Chris  Carbone, Christina Connolly, Michael J. Cutts, Janine K. Foster, Richard Grenyer, Michael Habib, Christopher A. Plaster, Samantha A. Price,  Elizabeth A. Rigby, Janna Rist, Amber Teacher, Olaf R. P.  Bininda-Emonds, John L. Gittleman, Georgina M. Mace, and Andy Purvis.  2009. PanTHERIA: a species-level database of life history, ecology, and  geography of extant and recently extinct mammals. Ecology 90:2648."
"Ailuropoda melanoleuca";"Giant panda";"Panda geant";"Weight";"F";"85";"kg";"5";"scientific publication";"Huber D., van Manen F.T. (2019) Bear Morphology. In: Vonk J., Shackelford T. (eds) Encyclopedia of Animal Cognition and Behavior. Springer, Cham"
"Ailuropoda melanoleuca";"Giant panda";"Panda geant";"Weight";"M";"105";"kg";"5";"scientific publication";"Huber D., van Manen F.T. (2019) Bear Morphology. In: Vonk J., Shackelford T. (eds) Encyclopedia of Animal Cognition and Behavior. Springer, Cham"
"Ailuropoda melanoleuca";"Giant panda";"Panda geant";"Weight";"?";"100";"kg";"20";"scientific publication";"Shabel, A. (2010). Mammals of the Northern Hemisphere. Cavendish Square."
"Ailuropoda melanoleuca";"Giant panda";"Panda geant";"FurThick";"?";"6";"NA";"0";"personal observation";NA
"Ailuropoda melanoleuca";"Giant panda";"Panda geant";"ChestLen";"M";"61.1";"cm";"6";"photo";"Ailuropoda_melanoleuca_front_1"
"Ailuropoda melanoleuca";"Giant panda";"Panda geant";"ChestLen";"M";"66.9";"cm";"7";"photo";"Ailuropoda_melanoleuca_front_2"
"Ailuropoda melanoleuca";"Giant panda";"Panda geant";"HeadHei";"M";"51.6";"cm";"6";"photo";"Ailuropoda_melanoleuca_front_1"
"Ailuropoda melanoleuca";"Giant panda";"Panda geant";"HeadHei";"M";"50.4";"cm";"7";"photo";"Ailuropoda_melanoleuca_front_2"
"Ailuropoda melanoleuca";"Giant panda";"Panda geant";"HeadLat";"M";"54.8";"cm";"6";"photo";"Ailuropoda_melanoleuca_front_1"
"Ailuropoda melanoleuca";"Giant panda";"Panda geant";"HeadLat";"M";"52";"cm";"7";"photo";"Ailuropoda_melanoleuca_front_2"
"Ailuropoda melanoleuca";"Giant panda";"Panda geant";"EarLen";"M";"14";"cm";"6";"photo";"Ailuropoda_melanoleuca_front_1"
"Ailuropoda melanoleuca";"Giant panda";"Panda geant";"EarLen";"M";"15.7";"cm";"7";"photo";"Ailuropoda_melanoleuca_front_2"
"Ailuropoda melanoleuca";"Giant panda";"Panda geant";"EyeDia";"M";"2.7";"cm";"6";"photo";"Ailuropoda_melanoleuca_front_1"
"Ailuropoda melanoleuca";"Giant panda";"Panda geant";"EyeDia";"M";"3.1";"cm";"7";"photo";"Ailuropoda_melanoleuca_front_2"
"Ailuropoda melanoleuca";"Giant panda";"Panda geant";"TruffleWid";"M";"12.4";"cm";"6";"photo";"Ailuropoda_melanoleuca_front_1"
"Ailuropoda melanoleuca";"Giant panda";"Panda geant";"TruffleWid";"M";"8.6";"cm";"7";"photo";"Ailuropoda_melanoleuca_front_2"
"Ailuropoda melanoleuca";"Giant panda";"Panda geant";"TruffleHei";"M";"5.7";"cm";"6";"photo";"Ailuropoda_melanoleuca_front_1"
"Ailuropoda melanoleuca";"Giant panda";"Panda geant";"TruffleHei";"M";"4.8";"cm";"7";"photo";"Ailuropoda_melanoleuca_front_2"
"Ailuropoda melanoleuca";"Giant panda";"Panda geant";"ChestHigh";"M";"42.8";"cm";"26";"photo";"Ailuropoda_melanoleuca_profile_1"
"Ailuropoda melanoleuca";"Giant panda";"Panda geant";"ChestHigh";"M";"47.7";"cm";"27";"photo";"Ailuropoda_melanoleuca_profile_2"
"Ailuropoda melanoleuca";"Giant panda";"Panda geant";"FrontLeg";"M";"69.2";"cm";"26";"photo";"Ailuropoda_melanoleuca_profile_1"
"Ailuropoda melanoleuca";"Giant panda";"Panda geant";"FrontLeg";"M";"66";"cm";"27";"photo";"Ailuropoda_melanoleuca_profile_2"
"Ailuropoda melanoleuca";"Giant panda";"Panda geant";"HindLeg";"M";"47.2";"cm";"26";"photo";"Ailuropoda_melanoleuca_profile_1"
"Ailuropoda melanoleuca";"Giant panda";"Panda geant";"HindLeg";"M";"51.6";"cm";"27";"photo";"Ailuropoda_melanoleuca_profile_2"
"Ailuropoda melanoleuca";"Giant panda";"Panda geant";"HeadFron";"M";"41.8";"cm";"26";"photo";"Ailuropoda_melanoleuca_profile_1"
"Ailuropoda melanoleuca";"Giant panda";"Panda geant";"HeadFron";"M";"32.4";"cm";"27";"photo";"Ailuropoda_melanoleuca_profile_2"
"Ailuropoda melanoleuca";"Giant panda";"Panda geant";"SnoutLen";"M";"12.7";"cm";"26";"photo";"Ailuropoda_melanoleuca_profile_1"
"Ailuropoda melanoleuca";"Giant panda";"Panda geant";"SnoutLen";"M";"10.3";"cm";"27";"photo";"Ailuropoda_melanoleuca_profile_2"
"Ailuropoda melanoleuca";"Giant panda";"Panda geant";"SnoutHei";"M";"25";"cm";"6";"photo";"Ailuropoda_melanoleuca_front_1"
"Ailuropoda melanoleuca";"Giant panda";"Panda geant";"SnoutHei";"M";"24.2";"cm";"7";"photo";"Ailuropoda_melanoleuca_front_2"
"Ailuropoda melanoleuca";"Giant panda";"Panda geant";"SnoutWid";"M";"21.9";"cm";"6";"photo";"Ailuropoda_melanoleuca_front_1"
"Ailuropoda melanoleuca";"Giant panda";"Panda geant";"SnoutWid";"M";"14.8";"cm";"7";"photo";"Ailuropoda_melanoleuca_front_2"
"Helarctos malayanus";"Sun bear";"Ours malais";"HeadBodyLen";"?";"122";"cm";"4";"scientific publication";"Kate E. Jones, Jon Bielby, Marcel Cardillo, Susanne A. Fritz, Justin O'Dell, C.  David L. Orme, Kamran Safi, Wes Sechrest, Elizabeth H. Boakes, Chris  Carbone, Christina Connolly, Michael J. Cutts, Janine K. Foster, Richard Grenyer, Michael Habib, Christopher A. Plaster, Samantha A. Price,  Elizabeth A. Rigby, Janna Rist, Amber Teacher, Olaf R. P.  Bininda-Emonds, John L. Gittleman, Georgina M. Mace, and Andy Purvis.  2009. PanTHERIA: a species-level database of life history, ecology, and  geography of extant and recently extinct mammals. Ecology 90:2648."
"Helarctos malayanus";"Sun bear";"Ours malais";"HeadBodyLen";"?";"130";"cm";"5";"scientific publication";"Huber D., van Manen F.T. (2019) Bear Morphology. In: Vonk J., Shackelford T. (eds) Encyclopedia of Animal Cognition and Behavior. Springer, Cham"
"Helarctos malayanus";"Sun bear";"Ours malais";"ShoulderHeight";"?";"70";"cm";"5";"scientific publication";"Huber D., van Manen F.T. (2019) Bear Morphology. In: Vonk J., Shackelford T. (eds) Encyclopedia of Animal Cognition and Behavior. Springer, Cham"
"Helarctos malayanus";"Sun bear";"Ours malais";"ShoulderHeight";"?";"70";"cm";"21";"wikipedia";"https://en.wikipedia.org/wiki/Sun_bear"
"Helarctos malayanus";"Sun bear";"Ours malais";"Weight";"?";"57";"kg";"4";"scientific publication";"Kate E. Jones, Jon Bielby, Marcel Cardillo, Susanne A. Fritz, Justin O'Dell, C.  David L. Orme, Kamran Safi, Wes Sechrest, Elizabeth H. Boakes, Chris  Carbone, Christina Connolly, Michael J. Cutts, Janine K. Foster, Richard Grenyer, Michael Habib, Christopher A. Plaster, Samantha A. Price,  Elizabeth A. Rigby, Janna Rist, Amber Teacher, Olaf R. P.  Bininda-Emonds, John L. Gittleman, Georgina M. Mace, and Andy Purvis.  2009. PanTHERIA: a species-level database of life history, ecology, and  geography of extant and recently extinct mammals. Ecology 90:2648."
"Helarctos malayanus";"Sun bear";"Ours malais";"Weight";"F";"45";"kg";"5";"scientific publication";"Huber D., van Manen F.T. (2019) Bear Morphology. In: Vonk J., Shackelford T. (eds) Encyclopedia of Animal Cognition and Behavior. Springer, Cham"
"Helarctos malayanus";"Sun bear";"Ours malais";"Weight";"M";"57";"kg";"5";"scientific publication";"Huber D., van Manen F.T. (2019) Bear Morphology. In: Vonk J., Shackelford T. (eds) Encyclopedia of Animal Cognition and Behavior. Springer, Cham"
"Helarctos malayanus";"Sun bear";"Ours malais";"FurThick";"?";"2";"NA";"0";"personal observation";NA
"Helarctos malayanus";"Sun bear";"Ours malais";"ChestLen";"M";"42.1";"cm";"28";"photo";"Helarctos_malayanus_front_1"
"Helarctos malayanus";"Sun bear";"Ours malais";"ChestLen";"M";"31";"cm";"29";"photo";"Helarctos_malayanus_front_2"
"Helarctos malayanus";"Sun bear";"Ours malais";"HeadHei";"M";"26.3";"cm";"28";"photo";"Helarctos_malayanus_front_1"
"Helarctos malayanus";"Sun bear";"Ours malais";"HeadHei";"M";"26.6";"cm";"29";"photo";"Helarctos_malayanus_front_2"
"Helarctos malayanus";"Sun bear";"Ours malais";"HeadLat";"M";"32.8";"cm";"28";"photo";"Helarctos_malayanus_front_1"
"Helarctos malayanus";"Sun bear";"Ours malais";"HeadLat";"M";"29.9";"cm";"29";"photo";"Helarctos_malayanus_front_2"
"Helarctos malayanus";"Sun bear";"Ours malais";"EarLen";"M";"1.7";"cm";"28";"photo";"Helarctos_malayanus_front_1"
"Helarctos malayanus";"Sun bear";"Ours malais";"EarLen";"M";"3.5";"cm";"29";"photo";"Helarctos_malayanus_front_2"
"Helarctos malayanus";"Sun bear";"Ours malais";"EyeDia";"M";"1.4";"cm";"28";"photo";"Helarctos_malayanus_front_1"
"Helarctos malayanus";"Sun bear";"Ours malais";"EyeDia";"M";"2";"cm";"29";"photo";"Helarctos_malayanus_front_2"
"Helarctos malayanus";"Sun bear";"Ours malais";"TruffleWid";"M";"6";"cm";"28";"photo";"Helarctos_malayanus_front_1"
"Helarctos malayanus";"Sun bear";"Ours malais";"TruffleWid";"M";"4.7";"cm";"29";"photo";"Helarctos_malayanus_front_2"
"Helarctos malayanus";"Sun bear";"Ours malais";"TruffleHei";"M";"4.7";"cm";"28";"photo";"Helarctos_malayanus_front_1"
"Helarctos malayanus";"Sun bear";"Ours malais";"TruffleHei";"M";"6.4";"cm";"29";"photo";"Helarctos_malayanus_front_2"
"Helarctos malayanus";"Sun bear";"Ours malais";"ChestHigh";"M";"34.1";"cm";"30";"photo";"Helarctos_malayanus_profile_1"
"Helarctos malayanus";"Sun bear";"Ours malais";"ChestHigh";"M";"34.4";"cm";"31";"photo";"Helarctos_malayanus_profile_2"
"Helarctos malayanus";"Sun bear";"Ours malais";"FrontLeg";"M";"55.4";"cm";"30";"photo";"Helarctos_malayanus_profile_1"
"Helarctos malayanus";"Sun bear";"Ours malais";"FrontLeg";"M";"53.7";"cm";"31";"photo";"Helarctos_malayanus_profile_2"
"Helarctos malayanus";"Sun bear";"Ours malais";"HindLeg";"M";"48.5";"cm";"30";"photo";"Helarctos_malayanus_profile_1"
"Helarctos malayanus";"Sun bear";"Ours malais";"HindLeg";"M";"43.9";"cm";"31";"photo";"Helarctos_malayanus_profile_2"
"Helarctos malayanus";"Sun bear";"Ours malais";"HeadFron";"M";"34.4";"cm";"30";"photo";"Helarctos_malayanus_profile_1"
"Helarctos malayanus";"Sun bear";"Ours malais";"HeadFron";"M";"28.5";"cm";"31";"photo";"Helarctos_malayanus_profile_2"
"Helarctos malayanus";"Sun bear";"Ours malais";"SnoutLen";"M";"9.9";"cm";"30";"photo";"Helarctos_malayanus_profile_1"
"Helarctos malayanus";"Sun bear";"Ours malais";"SnoutLen";"M";"10.9";"cm";"31";"photo";"Helarctos_malayanus_profile_2"
"Helarctos malayanus";"Sun bear";"Ours malais";"SnoutHei";"M";"21.1";"cm";"28";"photo";"Helarctos_malayanus_front_1"
"Helarctos malayanus";"Sun bear";"Ours malais";"SnoutHei";"M";"15.2";"cm";"29";"photo";"Helarctos_malayanus_front_2"
"Helarctos malayanus";"Sun bear";"Ours malais";"SnoutWid";"M";"12.9";"cm";"28";"photo";"Helarctos_malayanus_front_1"
"Helarctos malayanus";"Sun bear";"Ours malais";"SnoutWid";"M";"13.1";"cm";"29";"photo";"Helarctos_malayanus_front_2"
"Melursus ursinus";"Sloth bear";"Ours lippu";"HeadBodyLen";"?";"160";"cm";"4";"scientific publication";"Kate E. Jones, Jon Bielby, Marcel Cardillo, Susanne A. Fritz, Justin O'Dell, C.  David L. Orme, Kamran Safi, Wes Sechrest, Elizabeth H. Boakes, Chris  Carbone, Christina Connolly, Michael J. Cutts, Janine K. Foster, Richard Grenyer, Michael Habib, Christopher A. Plaster, Samantha A. Price,  Elizabeth A. Rigby, Janna Rist, Amber Teacher, Olaf R. P.  Bininda-Emonds, John L. Gittleman, Georgina M. Mace, and Andy Purvis.  2009. PanTHERIA: a species-level database of life history, ecology, and  geography of extant and recently extinct mammals. Ecology 90:2648."
"Melursus ursinus";"Sloth bear";"Ours lippu";"HeadBodyLen";"?";"175";"cm";"5";"scientific publication";"Huber D., van Manen F.T. (2019) Bear Morphology. In: Vonk J., Shackelford T. (eds) Encyclopedia of Animal Cognition and Behavior. Springer, Cham"
"Melursus ursinus";"Sloth bear";"Ours lippu";"HeadBodyLen";"?";"175";"cm";"22";"website";"https://nationalzoo.si.edu/animals/sloth-bear"
"Melursus ursinus";"Sloth bear";"Ours lippu";"ShoulderHeight";"?";"75";"cm";"5";"scientific publication";"Huber D., van Manen F.T. (2019) Bear Morphology. In: Vonk J., Shackelford T. (eds) Encyclopedia of Animal Cognition and Behavior. Springer, Cham"
"Melursus ursinus";"Sloth bear";"Ours lippu";"ShoulderHeight";"?";"75";"cm";"22";"website";"https://nationalzoo.si.edu/animals/sloth-bear"
"Melursus ursinus";"Sloth bear";"Ours lippu";"Weight";"?";"99";"kg";"4";"scientific publication";"Kate E. Jones, Jon Bielby, Marcel Cardillo, Susanne A. Fritz, Justin O'Dell, C.  David L. Orme, Kamran Safi, Wes Sechrest, Elizabeth H. Boakes, Chris  Carbone, Christina Connolly, Michael J. Cutts, Janine K. Foster, Richard Grenyer, Michael Habib, Christopher A. Plaster, Samantha A. Price,  Elizabeth A. Rigby, Janna Rist, Amber Teacher, Olaf R. P.  Bininda-Emonds, John L. Gittleman, Georgina M. Mace, and Andy Purvis.  2009. PanTHERIA: a species-level database of life history, ecology, and  geography of extant and recently extinct mammals. Ecology 90:2648."
"Melursus ursinus";"Sloth bear";"Ours lippu";"Weight";"F";"72";"kg";"5";"scientific publication";"Huber D., van Manen F.T. (2019) Bear Morphology. In: Vonk J., Shackelford T. (eds) Encyclopedia of Animal Cognition and Behavior. Springer, Cham"
"Melursus ursinus";"Sloth bear";"Ours lippu";"Weight";"M";"107";"kg";"5";"scientific publication";"Huber D., van Manen F.T. (2019) Bear Morphology. In: Vonk J., Shackelford T. (eds) Encyclopedia of Animal Cognition and Behavior. Springer, Cham"
"Melursus ursinus";"Sloth bear";"Ours lippu";"FurThick";"?";"7";"NA";"0";"personal observation";NA
"Melursus ursinus";"Sloth bear";"Ours lippu";"ChestLen";"M";"55.8";"cm";"32";"photo";"Melursus_ursinus_front_1"
"Melursus ursinus";"Sloth bear";"Ours lippu";"ChestLen";"M";"45.4";"cm";"33";"photo";"Melursus_ursinus_front_2"
"Melursus ursinus";"Sloth bear";"Ours lippu";"HeadHei";"M";"46.3";"cm";"32";"photo";"Melursus_ursinus_front_1"
"Melursus ursinus";"Sloth bear";"Ours lippu";"HeadHei";"M";"38.5";"cm";"33";"photo";"Melursus_ursinus_front_2"
"Melursus ursinus";"Sloth bear";"Ours lippu";"HeadLat";"M";"52.2";"cm";"32";"photo";"Melursus_ursinus_front_1"
"Melursus ursinus";"Sloth bear";"Ours lippu";"HeadLat";"M";"36.4";"cm";"33";"photo";"Melursus_ursinus_front_2"
"Melursus ursinus";"Sloth bear";"Ours lippu";"EarLen";"M";"23.2";"cm";"32";"photo";"Melursus_ursinus_front_1"
"Melursus ursinus";"Sloth bear";"Ours lippu";"EarLen";"M";"13.7";"cm";"33";"photo";"Melursus_ursinus_front_2"
"Melursus ursinus";"Sloth bear";"Ours lippu";"EyeDia";"M";"2.3";"cm";"32";"photo";"Melursus_ursinus_front_1"
"Melursus ursinus";"Sloth bear";"Ours lippu";"EyeDia";"M";"2.5";"cm";"33";"photo";"Melursus_ursinus_front_2"
"Melursus ursinus";"Sloth bear";"Ours lippu";"TruffleWid";"M";"10.5";"cm";"32";"photo";"Melursus_ursinus_front_1"
"Melursus ursinus";"Sloth bear";"Ours lippu";"TruffleWid";"M";"8.6";"cm";"33";"photo";"Melursus_ursinus_front_2"
"Melursus ursinus";"Sloth bear";"Ours lippu";"TruffleHei";"M";"4.5";"cm";"32";"photo";"Melursus_ursinus_front_1"
"Melursus ursinus";"Sloth bear";"Ours lippu";"TruffleHei";"M";"4.4";"cm";"33";"photo";"Melursus_ursinus_front_2"
"Melursus ursinus";"Sloth bear";"Ours lippu";"ChestHigh";"M";"69.1";"cm";"34";"photo";"Melursus_ursinus_profile_1"
"Melursus ursinus";"Sloth bear";"Ours lippu";"ChestHigh";"M";"53.3";"cm";"35";"photo";"Melursus_ursinus_profile_2"
"Melursus ursinus";"Sloth bear";"Ours lippu";"FrontLeg";"M";"87.8";"cm";"34";"photo";"Melursus_ursinus_profile_1"
"Melursus ursinus";"Sloth bear";"Ours lippu";"FrontLeg";"M";"71.9";"cm";"35";"photo";"Melursus_ursinus_profile_2"
"Melursus ursinus";"Sloth bear";"Ours lippu";"HindLeg";"M";"75.1";"cm";"34";"photo";"Melursus_ursinus_profile_1"
"Melursus ursinus";"Sloth bear";"Ours lippu";"HindLeg";"M";"64.8";"cm";"35";"photo";"Melursus_ursinus_profile_2"
"Melursus ursinus";"Sloth bear";"Ours lippu";"HeadFron";"M";"55.9";"cm";"34";"photo";"Melursus_ursinus_profile_1"
"Melursus ursinus";"Sloth bear";"Ours lippu";"HeadFron";"M";"46.6";"cm";"35";"photo";"Melursus_ursinus_profile_2"
"Melursus ursinus";"Sloth bear";"Ours lippu";"SnoutLen";"M";"23.1";"cm";"34";"photo";"Melursus_ursinus_profile_1"
"Melursus ursinus";"Sloth bear";"Ours lippu";"SnoutLen";"M";"19.5";"cm";"35";"photo";"Melursus_ursinus_profile_2"
"Melursus ursinus";"Sloth bear";"Ours lippu";"SnoutHei";"M";"24";"cm";"32";"photo";"Melursus_ursinus_front_1"
"Melursus ursinus";"Sloth bear";"Ours lippu";"SnoutHei";"M";"18.2";"cm";"33";"photo";"Melursus_ursinus_front_2"
"Melursus ursinus";"Sloth bear";"Ours lippu";"SnoutWid";"M";"20.8";"cm";"32";"photo";"Melursus_ursinus_front_1"
"Melursus ursinus";"Sloth bear";"Ours lippu";"SnoutWid";"M";"16";"cm";"33";"photo";"Melursus_ursinus_front_2"
"Thalarctos maritimus";"Polar bear";"Ours blanc";"HeadBodyLen";"?";"200";"cm";"4";"scientific publication";"Kate E. Jones, Jon Bielby, Marcel Cardillo, Susanne A. Fritz, Justin O'Dell, C.  David L. Orme, Kamran Safi, Wes Sechrest, Elizabeth H. Boakes, Chris  Carbone, Christina Connolly, Michael J. Cutts, Janine K. Foster, Richard Grenyer, Michael Habib, Christopher A. Plaster, Samantha A. Price,  Elizabeth A. Rigby, Janna Rist, Amber Teacher, Olaf R. P.  Bininda-Emonds, John L. Gittleman, Georgina M. Mace, and Andy Purvis.  2009. PanTHERIA: a species-level database of life history, ecology, and  geography of extant and recently extinct mammals. Ecology 90:2648."
"Thalarctos maritimus";"Polar bear";"Ours blanc";"HeadBodyLen";"?";"240";"cm";"5";"scientific publication";"Huber D., van Manen F.T. (2019) Bear Morphology. In: Vonk J., Shackelford T. (eds) Encyclopedia of Animal Cognition and Behavior. Springer, Cham"
"Thalarctos maritimus";"Polar bear";"Ours blanc";"HeadBodyLen";"M";"225";"cm";"20";"scientific publication";"Shabel, A. (2010). Mammals of the Northern Hemisphere. Cavendish Square."
"Thalarctos maritimus";"Polar bear";"Ours blanc";"HeadBodyLen";"F";"190";"cm";"20";"scientific publication";"Shabel, A. (2010). Mammals of the Northern Hemisphere. Cavendish Square."
"Thalarctos maritimus";"Polar bear";"Ours blanc";"HeadBodyLen";"M";"230";"cm";"23";"website";"https://web.archive.org/web/20110930194832/http://wildlife1.wildlifeinformation.org/s/0MCarnivor/ursidae/ursus/Ursus_maritimus/01ursus_maritimusamwtht.html"
"Thalarctos maritimus";"Polar bear";"Ours blanc";"HeadBodyLen";"F";"190";"cm";"23";"website";"https://web.archive.org/web/20110930194832/http://wildlife1.wildlifeinformation.org/s/0MCarnivor/ursidae/ursus/Ursus_maritimus/01ursus_maritimusamwtht.html"
"Thalarctos maritimus";"Polar bear";"Ours blanc";"ShoulderHeight";"?";"145";"cm";"5";"scientific publication";"Huber D., van Manen F.T. (2019) Bear Morphology. In: Vonk J., Shackelford T. (eds) Encyclopedia of Animal Cognition and Behavior. Springer, Cham"
"Thalarctos maritimus";"Polar bear";"Ours blanc";"ShoulderHeight";"M";"145";"cm";"23";"website";"https://web.archive.org/web/20110930194832/http://wildlife1.wildlifeinformation.org/s/0MCarnivor/ursidae/ursus/Ursus_maritimus/01ursus_maritimusamwtht.html"
"Thalarctos maritimus";"Polar bear";"Ours blanc";"Weight";"?";"375";"kg";"4";"scientific publication";"Kate E. Jones, Jon Bielby, Marcel Cardillo, Susanne A. Fritz, Justin O'Dell, C.  David L. Orme, Kamran Safi, Wes Sechrest, Elizabeth H. Boakes, Chris  Carbone, Christina Connolly, Michael J. Cutts, Janine K. Foster, Richard Grenyer, Michael Habib, Christopher A. Plaster, Samantha A. Price,  Elizabeth A. Rigby, Janna Rist, Amber Teacher, Olaf R. P.  Bininda-Emonds, John L. Gittleman, Georgina M. Mace, and Andy Purvis.  2009. PanTHERIA: a species-level database of life history, ecology, and  geography of extant and recently extinct mammals. Ecology 90:2648."
"Thalarctos maritimus";"Polar bear";"Ours blanc";"Weight";"F";"200";"kg";"5";"scientific publication";"Huber D., van Manen F.T. (2019) Bear Morphology. In: Vonk J., Shackelford T. (eds) Encyclopedia of Animal Cognition and Behavior. Springer, Cham"
"Thalarctos maritimus";"Polar bear";"Ours blanc";"Weight";"M";"475";"kg";"5";"scientific publication";"Huber D., van Manen F.T. (2019) Bear Morphology. In: Vonk J., Shackelford T. (eds) Encyclopedia of Animal Cognition and Behavior. Springer, Cham"
"Thalarctos maritimus";"Polar bear";"Ours blanc";"Weight";"M";"525";"kg";"20";"scientific publication";"Shabel, A. (2010). Mammals of the Northern Hemisphere. Cavendish Square."
"Thalarctos maritimus";"Polar bear";"Ours blanc";"Weight";"M";"515";"kg";"23";"website";"https://web.archive.org/web/20110930194832/http://wildlife1.wildlifeinformation.org/s/0MCarnivor/ursidae/ursus/Ursus_maritimus/01ursus_maritimusamwtht.html"
"Thalarctos maritimus";"Polar bear";"Ours blanc";"FurThick";"?";"5";"NA";"0";"personal observation";NA
"Thalarctos maritimus";"Polar bear";"Ours blanc";"ChestLen";"M";"62.5";"cm";"36";"photo";"Thalarctos_maritimus_front_1"
"Thalarctos maritimus";"Polar bear";"Ours blanc";"ChestLen";"M";"56.1";"cm";"37";"photo";"Thalarctos_maritimus_front_2"
"Thalarctos maritimus";"Polar bear";"Ours blanc";"HeadHei";"M";"38.5";"cm";"36";"photo";"Thalarctos_maritimus_front_1"
"Thalarctos maritimus";"Polar bear";"Ours blanc";"HeadHei";"M";"34.5";"cm";"37";"photo";"Thalarctos_maritimus_front_2"
"Thalarctos maritimus";"Polar bear";"Ours blanc";"HeadLat";"M";"41.9";"cm";"36";"photo";"Thalarctos_maritimus_front_1"
"Thalarctos maritimus";"Polar bear";"Ours blanc";"HeadLat";"M";"36.6";"cm";"37";"photo";"Thalarctos_maritimus_front_2"
"Thalarctos maritimus";"Polar bear";"Ours blanc";"EarLen";"M";"10.1";"cm";"36";"photo";"Thalarctos_maritimus_front_1"
"Thalarctos maritimus";"Polar bear";"Ours blanc";"EarLen";"M";"8.7";"cm";"37";"photo";"Thalarctos_maritimus_front_2"
"Thalarctos maritimus";"Polar bear";"Ours blanc";"EyeDia";"M";"3.4";"cm";"36";"photo";"Thalarctos_maritimus_front_1"
"Thalarctos maritimus";"Polar bear";"Ours blanc";"EyeDia";"M";"2.8";"cm";"37";"photo";"Thalarctos_maritimus_front_2"
"Thalarctos maritimus";"Polar bear";"Ours blanc";"TruffleWid";"M";"10.9";"cm";"36";"photo";"Thalarctos_maritimus_front_1"
"Thalarctos maritimus";"Polar bear";"Ours blanc";"TruffleWid";"M";"9.4";"cm";"37";"photo";"Thalarctos_maritimus_front_2"
"Thalarctos maritimus";"Polar bear";"Ours blanc";"TruffleHei";"M";"8.2";"cm";"36";"photo";"Thalarctos_maritimus_front_1"
"Thalarctos maritimus";"Polar bear";"Ours blanc";"TruffleHei";"M";"6.3";"cm";"37";"photo";"Thalarctos_maritimus_front_2"
"Thalarctos maritimus";"Polar bear";"Ours blanc";"ChestHigh";"M";"53.8";"cm";"38";"photo";"Thalarctos_maritimus_profile_1"
"Thalarctos maritimus";"Polar bear";"Ours blanc";"ChestHigh";"M";"67.9";"cm";"39";"photo";"Thalarctos_maritimus_profile_2"
"Thalarctos maritimus";"Polar bear";"Ours blanc";"FrontLeg";"M";"97.4";"cm";"38";"photo";"Thalarctos_maritimus_profile_1"
"Thalarctos maritimus";"Polar bear";"Ours blanc";"FrontLeg";"M";"101.3";"cm";"39";"photo";"Thalarctos_maritimus_profile_2"
"Thalarctos maritimus";"Polar bear";"Ours blanc";"HindLeg";"M";"85.6";"cm";"38";"photo";"Thalarctos_maritimus_profile_1"
"Thalarctos maritimus";"Polar bear";"Ours blanc";"HindLeg";"M";"100.5";"cm";"39";"photo";"Thalarctos_maritimus_profile_2"
"Thalarctos maritimus";"Polar bear";"Ours blanc";"HeadFron";"M";"46.3";"cm";"38";"photo";"Thalarctos_maritimus_profile_1"
"Thalarctos maritimus";"Polar bear";"Ours blanc";"HeadFron";"M";"41.5";"cm";"39";"photo";"Thalarctos_maritimus_profile_2"
